id,lastUpdated,clinic_type,queue,wait_time,treat_time,total_time
GUNWIC,2024-10-16T07:37:30.094+11:00,WIC,1,0:02,0:02,0:04
DICWIC,2024-10-16T07:37:30.094+11:00,WIC,0,0:03,0:02,0:05
TUGWIC,2024-10-16T07:37:30.094+11:00,WIC,1,0:02,0:00,0:02
WECWIC,2024-10-16T07:37:30.094+11:00,WIC,1,0:01,0:00,0:01
CBRHOSED,2024-10-16T07:35:00.000+11:00,ED,7,0:54,4:39,5:33
NORHOSED,2024-10-16T07:35:00.000+11:00,ED,9,1:50,0:00,1:50
BELWIC,2024-10-16T07:38:30.096+11:00,WIC,1,0:02,0:00,0:02
GUNWIC,2024-10-16T07:38:30.096+11:00,WIC,2,0:02,0:03,0:05
DICWIC,2024-10-16T07:38:30.096+11:00,WIC,0,0:03,0:03,0:06
TUGWIC,2024-10-16T07:38:30.096+11:00,WIC,2,0:02,0:00,0:02
WECWIC,2024-10-16T07:38:30.096+11:00,WIC,1,0:02,0:00,0:02
CBRHOSED,2024-10-16T07:37:00.000+11:00,ED,8,0:58,4:39,5:37
NORHOSED,2024-10-16T07:37:00.000+11:00,ED,9,1:45,0:31,2:16
BELWIC,2024-10-16T07:39:30.101+11:00,WIC,1,0:03,0:00,0:03
GUNWIC,2024-10-16T07:39:30.101+11:00,WIC,1,0:02,0:04,0:06
DICWIC,2024-10-16T07:39:30.101+11:00,WIC,0,0:03,0:04,0:07
TUGWIC,2024-10-16T07:39:30.101+11:00,WIC,2,0:03,0:00,0:03
WECWIC,2024-10-16T07:39:30.101+11:00,WIC,1,0:03,0:00,0:03
CBRHOSED,2024-10-16T07:37:00.000+11:00,ED,8,0:58,4:39,5:37
NORHOSED,2024-10-16T07:37:00.000+11:00,ED,9,1:45,0:31,2:16
BELWIC,2024-10-16T07:40:30.109+11:00,WIC,1,0:04,0:00,0:04
GUNWIC,2024-10-16T07:40:30.109+11:00,WIC,1,0:02,0:05,0:07
DICWIC,2024-10-16T07:40:30.109+11:00,WIC,0,0:03,0:05,0:08
TUGWIC,2024-10-16T07:40:30.109+11:00,WIC,2,0:04,0:00,0:04
WECWIC,2024-10-16T07:40:30.109+11:00,WIC,2,0:02,0:00,0:02
CBRHOSED,2024-10-16T07:39:00.000+11:00,ED,8,0:58,4:39,5:37
NORHOSED,2024-10-16T07:39:00.000+11:00,ED,10,1:50,0:31,2:21
BELWIC,2024-10-16T07:41:30.097+11:00,WIC,1,0:05,0:00,0:05
GUNWIC,2024-10-16T07:41:30.097+11:00,WIC,2,0:03,0:06,0:09
DICWIC,2024-10-16T07:41:30.097+11:00,WIC,0,0:03,0:06,0:09
TUGWIC,2024-10-16T07:41:30.097+11:00,WIC,1,0:05,0:00,0:05
WECWIC,2024-10-16T07:41:30.097+11:00,WIC,2,0:03,0:00,0:03
CBRHOSED,2024-10-16T07:41:00.000+11:00,ED,9,1:01,4:46,5:47
NORHOSED,2024-10-16T07:41:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:42:30.097+11:00,WIC,1,0:06,0:00,0:06
GUNWIC,2024-10-16T07:42:30.097+11:00,WIC,2,0:03,0:07,0:10
DICWIC,2024-10-16T07:42:30.097+11:00,WIC,0,0:03,0:07,0:10
TUGWIC,2024-10-16T07:42:30.097+11:00,WIC,1,0:05,0:01,0:06
WECWIC,2024-10-16T07:42:30.097+11:00,WIC,2,0:04,0:00,0:04
CBRHOSED,2024-10-16T07:41:00.000+11:00,ED,9,1:01,4:46,5:47
NORHOSED,2024-10-16T07:41:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:43:30.093+11:00,WIC,2,0:04,0:00,0:04
GUNWIC,2024-10-16T07:43:30.093+11:00,WIC,2,0:04,0:08,0:12
DICWIC,2024-10-16T07:43:30.093+11:00,WIC,0,0:03,0:08,0:11
TUGWIC,2024-10-16T07:43:30.093+11:00,WIC,1,0:06,0:02,0:08
WECWIC,2024-10-16T07:43:30.093+11:00,WIC,2,0:05,0:00,0:05
CBRHOSED,2024-10-16T07:41:00.000+11:00,ED,9,1:01,4:46,5:47
NORHOSED,2024-10-16T07:41:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:44:30.103+11:00,WIC,2,0:05,0:00,0:05
GUNWIC,2024-10-16T07:44:30.103+11:00,WIC,2,0:04,0:09,0:13
DICWIC,2024-10-16T07:44:30.103+11:00,WIC,0,0:03,0:09,0:12
TUGWIC,2024-10-16T07:44:30.103+11:00,WIC,1,0:06,0:03,0:09
WECWIC,2024-10-16T07:44:30.103+11:00,WIC,2,0:06,0:00,0:06
CBRHOSED,2024-10-16T07:44:00.000+11:00,ED,9,1:04,5:08,6:12
NORHOSED,2024-10-16T07:44:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:45:30.093+11:00,WIC,2,0:06,0:00,0:06
GUNWIC,2024-10-16T07:45:30.093+11:00,WIC,3,0:05,0:10,0:15
DICWIC,2024-10-16T07:45:30.093+11:00,WIC,0,0:03,0:10,0:13
TUGWIC,2024-10-16T07:45:30.093+11:00,WIC,1,0:07,0:04,0:11
WECWIC,2024-10-16T07:45:30.093+11:00,WIC,2,0:07,0:00,0:07
CBRHOSED,2024-10-16T07:45:00.000+11:00,ED,9,1:04,5:08,6:12
NORHOSED,2024-10-16T07:45:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:46:30.098+11:00,WIC,2,0:07,0:00,0:07
GUNWIC,2024-10-16T07:46:30.098+11:00,WIC,3,0:06,0:11,0:17
DICWIC,2024-10-16T07:46:30.098+11:00,WIC,0,0:03,0:11,0:14
TUGWIC,2024-10-16T07:46:30.098+11:00,WIC,1,0:07,0:05,0:12
WECWIC,2024-10-16T07:46:30.098+11:00,WIC,2,0:08,0:00,0:08
CBRHOSED,2024-10-16T07:46:00.000+11:00,ED,10,1:07,5:08,6:15
NORHOSED,2024-10-16T07:46:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:47:30.093+11:00,WIC,2,0:08,0:00,0:08
GUNWIC,2024-10-16T07:47:30.093+11:00,WIC,2,0:06,0:06,0:12
DICWIC,2024-10-16T07:47:30.093+11:00,WIC,0,0:03,0:12,0:15
TUGWIC,2024-10-16T07:47:30.093+11:00,WIC,1,0:08,0:06,0:14
WECWIC,2024-10-16T07:47:30.093+11:00,WIC,1,0:10,0:00,0:10
CBRHOSED,2024-10-16T07:47:00.000+11:00,ED,10,1:07,5:08,6:15
NORHOSED,2024-10-16T07:47:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:48:30.094+11:00,WIC,2,0:09,0:00,0:09
GUNWIC,2024-10-16T07:48:30.094+11:00,WIC,2,0:06,0:07,0:13
DICWIC,2024-10-16T07:48:30.094+11:00,WIC,0,0:03,0:13,0:16
TUGWIC,2024-10-16T07:48:30.094+11:00,WIC,1,0:08,0:07,0:15
WECWIC,2024-10-16T07:48:30.094+11:00,WIC,1,0:10,0:01,0:11
CBRHOSED,2024-10-16T07:48:00.000+11:00,ED,9,1:04,5:08,6:12
NORHOSED,2024-10-16T07:48:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:49:30.095+11:00,WIC,1,0:12,0:01,0:13
GUNWIC,2024-10-16T07:49:30.095+11:00,WIC,2,0:07,0:08,0:15
DICWIC,2024-10-16T07:49:30.095+11:00,WIC,0,0:03,0:14,0:17
TUGWIC,2024-10-16T07:49:30.095+11:00,WIC,1,0:09,0:08,0:17
WECWIC,2024-10-16T07:49:30.095+11:00,WIC,0,0:10,0:01,0:11
CBRHOSED,2024-10-16T07:49:00.000+11:00,ED,9,1:04,5:18,6:22
NORHOSED,2024-10-16T07:49:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:50:30.093+11:00,WIC,1,0:12,0:02,0:14
GUNWIC,2024-10-16T07:50:30.093+11:00,WIC,2,0:07,0:09,0:16
DICWIC,2024-10-16T07:50:30.093+11:00,WIC,1,0:03,0:15,0:18
TUGWIC,2024-10-16T07:50:30.093+11:00,WIC,1,0:09,0:09,0:18
WECWIC,2024-10-16T07:50:30.093+11:00,WIC,0,0:10,0:02,0:12
CBRHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:04,5:18,6:22
NORHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:45,1:04,2:49
BELWIC,2024-10-16T07:51:30.093+11:00,WIC,1,0:12,0:03,0:15
GUNWIC,2024-10-16T07:51:30.093+11:00,WIC,2,0:07,0:10,0:17
DICWIC,2024-10-16T07:51:30.093+11:00,WIC,1,0:03,0:16,0:19
TUGWIC,2024-10-16T07:51:30.093+11:00,WIC,1,0:10,0:10,0:20
WECWIC,2024-10-16T07:51:30.093+11:00,WIC,1,0:10,0:03,0:13
CBRHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:04,5:18,6:22
NORHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:45,1:04,2:49
BELWIC,2024-10-16T07:52:30.099+11:00,WIC,1,0:12,0:04,0:16
GUNWIC,2024-10-16T07:52:30.099+11:00,WIC,2,0:08,0:11,0:19
DICWIC,2024-10-16T07:52:30.099+11:00,WIC,1,0:03,0:17,0:20
TUGWIC,2024-10-16T07:52:30.099+11:00,WIC,1,0:10,0:11,0:21
WECWIC,2024-10-16T07:52:30.099+11:00,WIC,1,0:10,0:04,0:14
CBRHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:04,5:18,6:22
NORHOSED,2024-10-16T07:50:00.000+11:00,ED,9,1:45,1:04,2:49
BELWIC,2024-10-16T07:53:30.098+11:00,WIC,1,0:12,0:05,0:17
GUNWIC,2024-10-16T07:53:30.098+11:00,WIC,2,0:08,0:12,0:20
DICWIC,2024-10-16T07:53:30.098+11:00,WIC,0,0:03,0:10,0:13
TUGWIC,2024-10-16T07:53:30.098+11:00,WIC,0,0:10,0:07,0:17
WECWIC,2024-10-16T07:53:30.098+11:00,WIC,2,0:10,0:05,0:15
CBRHOSED,2024-10-16T07:52:00.000+11:00,ED,10,1:07,5:18,6:25
NORHOSED,2024-10-16T07:52:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:54:30.098+11:00,WIC,1,0:12,0:06,0:18
GUNWIC,2024-10-16T07:54:30.098+11:00,WIC,2,0:09,0:13,0:22
DICWIC,2024-10-16T07:54:30.098+11:00,WIC,0,0:03,0:11,0:14
TUGWIC,2024-10-16T07:54:30.098+11:00,WIC,0,0:10,0:08,0:18
WECWIC,2024-10-16T07:54:30.098+11:00,WIC,2,0:10,0:06,0:16
CBRHOSED,2024-10-16T07:52:00.000+11:00,ED,10,1:07,5:18,6:25
NORHOSED,2024-10-16T07:52:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:55:30.088+11:00,WIC,1,0:12,0:07,0:19
GUNWIC,2024-10-16T07:55:30.088+11:00,WIC,2,0:09,0:14,0:23
DICWIC,2024-10-16T07:55:30.088+11:00,WIC,0,0:03,0:12,0:15
TUGWIC,2024-10-16T07:55:30.088+11:00,WIC,0,0:10,0:09,0:19
WECWIC,2024-10-16T07:55:30.088+11:00,WIC,2,0:10,0:07,0:17
CBRHOSED,2024-10-16T07:54:00.000+11:00,ED,9,1:07,5:44,6:51
NORHOSED,2024-10-16T07:54:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:56:30.103+11:00,WIC,1,0:13,0:08,0:21
GUNWIC,2024-10-16T07:56:30.103+11:00,WIC,1,0:09,0:10,0:19
DICWIC,2024-10-16T07:56:30.103+11:00,WIC,0,0:03,0:13,0:16
TUGWIC,2024-10-16T07:56:30.103+11:00,WIC,0,0:10,0:10,0:20
WECWIC,2024-10-16T07:56:30.103+11:00,WIC,2,0:10,0:08,0:18
CBRHOSED,2024-10-16T07:54:00.000+11:00,ED,9,1:07,5:44,6:51
NORHOSED,2024-10-16T07:54:00.000+11:00,ED,10,1:50,1:04,2:54
BELWIC,2024-10-16T07:57:30.102+11:00,WIC,2,0:13,0:09,0:22
GUNWIC,2024-10-16T07:57:30.102+11:00,WIC,1,0:10,0:11,0:21
DICWIC,2024-10-16T07:57:30.102+11:00,WIC,0,0:03,0:14,0:17
TUGWIC,2024-10-16T07:57:30.102+11:00,WIC,0,0:10,0:11,0:21
WECWIC,2024-10-16T07:57:30.102+11:00,WIC,2,0:10,0:09,0:19
CBRHOSED,2024-10-16T07:56:00.000+11:00,ED,9,1:07,5:44,6:51
NORHOSED,2024-10-16T07:56:00.000+11:00,ED,11,1:54,1:04,2:58
BELWIC,2024-10-16T07:58:30.105+11:00,WIC,2,0:14,0:10,0:24
GUNWIC,2024-10-16T07:58:30.105+11:00,WIC,1,0:10,0:12,0:22
DICWIC,2024-10-16T07:58:30.105+11:00,WIC,0,0:03,0:15,0:18
TUGWIC,2024-10-16T07:58:30.105+11:00,WIC,0,0:10,0:12,0:22
WECWIC,2024-10-16T07:58:30.105+11:00,WIC,2,0:10,0:10,0:20
CBRHOSED,2024-10-16T07:56:00.000+11:00,ED,9,1:07,5:44,6:51
NORHOSED,2024-10-16T07:56:00.000+11:00,ED,11,1:54,1:04,2:58
BELWIC,2024-10-16T07:59:30.112+11:00,WIC,2,0:14,0:11,0:25
GUNWIC,2024-10-16T07:59:30.112+11:00,WIC,1,0:10,0:13,0:23
DICWIC,2024-10-16T07:59:30.112+11:00,WIC,0,0:03,0:16,0:19
TUGWIC,2024-10-16T07:59:30.112+11:00,WIC,0,0:10,0:13,0:23
WECWIC,2024-10-16T07:59:30.112+11:00,WIC,2,0:10,0:11,0:21
CBRHOSED,2024-10-16T07:58:00.000+11:00,ED,11,1:14,5:44,6:58
NORHOSED,2024-10-16T07:58:00.000+11:00,ED,11,1:54,1:04,2:58
BELWIC,2024-10-16T08:00:30.106+11:00,WIC,2,0:14,0:06,0:20
GUNWIC,2024-10-16T08:00:30.106+11:00,WIC,1,0:10,0:14,0:24
DICWIC,2024-10-16T08:00:30.106+11:00,WIC,0,0:03,0:17,0:20
TUGWIC,2024-10-16T08:00:30.106+11:00,WIC,0,0:10,0:14,0:24
WECWIC,2024-10-16T08:00:30.106+11:00,WIC,3,0:10,0:12,0:22
CBRHOSED,2024-10-16T07:58:00.000+11:00,ED,11,1:14,5:44,6:58
NORHOSED,2024-10-16T07:58:00.000+11:00,ED,11,1:54,1:04,2:58
BELWIC,2024-10-16T08:01:30.101+11:00,WIC,3,0:14,0:07,0:21
GUNWIC,2024-10-16T08:01:30.101+11:00,WIC,1,0:11,0:15,0:26
DICWIC,2024-10-16T08:01:30.101+11:00,WIC,0,0:03,0:18,0:21
TUGWIC,2024-10-16T08:01:30.101+11:00,WIC,0,0:10,0:15,0:25
WECWIC,2024-10-16T08:01:30.101+11:00,WIC,3,0:10,0:13,0:23
CBRHOSED,2024-10-16T08:01:00.000+11:00,ED,11,1:14,5:44,6:58
NORHOSED,2024-10-16T08:01:00.000+11:00,ED,11,1:58,1:04,3:02
BELWIC,2024-10-16T08:02:30.102+11:00,WIC,3,0:14,0:08,0:22
GUNWIC,2024-10-16T08:02:30.102+11:00,WIC,1,0:11,0:16,0:27
DICWIC,2024-10-16T08:02:30.102+11:00,WIC,0,0:03,0:19,0:22
TUGWIC,2024-10-16T08:02:30.102+11:00,WIC,0,0:10,0:16,0:26
WECWIC,2024-10-16T08:02:30.102+11:00,WIC,3,0:10,0:14,0:24
CBRHOSED,2024-10-16T08:02:00.000+11:00,ED,10,1:10,5:44,6:54
NORHOSED,2024-10-16T08:02:00.000+11:00,ED,11,1:58,1:04,3:02
BELWIC,2024-10-16T08:03:30.106+11:00,WIC,3,0:14,0:09,0:23
GUNWIC,2024-10-16T08:03:30.106+11:00,WIC,1,0:11,0:17,0:28
DICWIC,2024-10-16T08:03:30.106+11:00,WIC,0,0:03,0:20,0:23
TUGWIC,2024-10-16T08:03:30.106+11:00,WIC,0,0:10,0:17,0:27
WECWIC,2024-10-16T08:03:30.106+11:00,WIC,3,0:11,0:15,0:26
CBRHOSED,2024-10-16T08:03:00.000+11:00,ED,10,1:10,5:44,6:54
NORHOSED,2024-10-16T08:03:00.000+11:00,ED,11,1:58,1:04,3:02
BELWIC,2024-10-16T08:04:30.094+11:00,WIC,3,0:14,0:10,0:24
GUNWIC,2024-10-16T08:04:30.094+11:00,WIC,1,0:11,0:18,0:29
DICWIC,2024-10-16T08:04:30.094+11:00,WIC,0,0:03,0:21,0:24
TUGWIC,2024-10-16T08:04:30.094+11:00,WIC,0,0:10,0:18,0:28
WECWIC,2024-10-16T08:04:30.094+11:00,WIC,3,0:11,0:16,0:27
CBRHOSED,2024-10-16T08:04:00.000+11:00,ED,10,1:10,5:44,6:54
NORHOSED,2024-10-16T08:04:00.000+11:00,ED,12,2:03,1:04,3:07
BELWIC,2024-10-16T08:05:30.099+11:00,WIC,3,0:14,0:11,0:25
GUNWIC,2024-10-16T08:05:30.099+11:00,WIC,1,0:12,0:19,0:31
DICWIC,2024-10-16T08:05:30.099+11:00,WIC,0,0:03,0:22,0:25
TUGWIC,2024-10-16T08:05:30.099+11:00,WIC,0,0:10,0:19,0:29
WECWIC,2024-10-16T08:05:30.099+11:00,WIC,4,0:12,0:17,0:29
CBRHOSED,2024-10-16T08:05:00.000+11:00,ED,9,1:10,5:24,6:34
NORHOSED,2024-10-16T08:05:00.000+11:00,ED,12,2:03,1:04,3:07
BELWIC,2024-10-16T08:06:30.107+11:00,WIC,2,0:13,0:08,0:21
GUNWIC,2024-10-16T08:06:30.107+11:00,WIC,1,0:12,0:20,0:32
DICWIC,2024-10-16T08:06:30.107+11:00,WIC,0,0:03,0:23,0:26
TUGWIC,2024-10-16T08:06:30.107+11:00,WIC,0,0:10,0:20,0:30
WECWIC,2024-10-16T08:06:30.107+11:00,WIC,4,0:12,0:18,0:30
CBRHOSED,2024-10-16T08:06:00.000+11:00,ED,8,1:07,5:24,6:31
NORHOSED,2024-10-16T08:06:00.000+11:00,ED,12,2:03,1:04,3:07
BELWIC,2024-10-16T08:07:30.101+11:00,WIC,2,0:13,0:09,0:22
GUNWIC,2024-10-16T08:07:30.101+11:00,WIC,1,0:12,0:21,0:33
DICWIC,2024-10-16T08:07:30.101+11:00,WIC,0,0:03,0:24,0:27
TUGWIC,2024-10-16T08:07:30.101+11:00,WIC,0,0:10,0:21,0:31
WECWIC,2024-10-16T08:07:30.101+11:00,WIC,4,0:13,0:19,0:32
CBRHOSED,2024-10-16T08:07:00.000+11:00,ED,7,1:07,5:24,6:31
NORHOSED,2024-10-16T08:07:00.000+11:00,ED,12,1:58,2:56,4:54
BELWIC,2024-10-16T08:08:30.097+11:00,WIC,2,0:13,0:10,0:23
GUNWIC,2024-10-16T08:08:30.097+11:00,WIC,1,0:12,0:22,0:34
DICWIC,2024-10-16T08:08:30.097+11:00,WIC,0,0:03,0:25,0:28
TUGWIC,2024-10-16T08:08:30.097+11:00,WIC,1,0:10,0:22,0:32
WECWIC,2024-10-16T08:08:30.097+11:00,WIC,4,0:13,0:20,0:33
CBRHOSED,2024-10-16T08:08:00.000+11:00,ED,6,1:07,5:24,6:31
NORHOSED,2024-10-16T08:08:00.000+11:00,ED,12,1:58,2:57,4:55
BELWIC,2024-10-16T08:09:30.099+11:00,WIC,2,0:13,0:11,0:24
GUNWIC,2024-10-16T08:09:30.099+11:00,WIC,1,0:13,0:23,0:36
DICWIC,2024-10-16T08:09:30.099+11:00,WIC,0,0:03,0:26,0:29
TUGWIC,2024-10-16T08:09:30.099+11:00,WIC,1,0:10,0:23,0:33
WECWIC,2024-10-16T08:09:30.099+11:00,WIC,3,0:14,0:15,0:29
CBRHOSED,2024-10-16T08:09:00.000+11:00,ED,7,1:10,5:24,6:34
NORHOSED,2024-10-16T08:09:00.000+11:00,ED,12,1:58,2:57,4:55
BELWIC,2024-10-16T08:10:30.101+11:00,WIC,2,0:13,0:12,0:25
GUNWIC,2024-10-16T08:10:30.101+11:00,WIC,1,0:13,0:24,0:37
DICWIC,2024-10-16T08:10:30.101+11:00,WIC,0,0:03,0:27,0:30
TUGWIC,2024-10-16T08:10:30.101+11:00,WIC,1,0:10,0:24,0:34
WECWIC,2024-10-16T08:10:30.101+11:00,WIC,3,0:14,0:16,0:30
CBRHOSED,2024-10-16T08:10:00.000+11:00,ED,6,1:10,5:24,6:34
NORHOSED,2024-10-16T08:10:00.000+11:00,ED,12,1:58,2:57,4:55
BELWIC,2024-10-16T08:11:30.104+11:00,WIC,2,0:13,0:13,0:26
GUNWIC,2024-10-16T08:11:30.104+11:00,WIC,1,0:13,0:25,0:38
DICWIC,2024-10-16T08:11:30.104+11:00,WIC,0,0:03,0:28,0:31
TUGWIC,2024-10-16T08:11:30.104+11:00,WIC,1,0:10,0:25,0:35
WECWIC,2024-10-16T08:11:30.104+11:00,WIC,3,0:14,0:17,0:31
CBRHOSED,2024-10-16T08:11:00.000+11:00,ED,5,1:10,5:24,6:34
NORHOSED,2024-10-16T08:11:00.000+11:00,ED,12,1:58,2:57,4:55
BELWIC,2024-10-16T08:12:30.102+11:00,WIC,2,0:13,0:14,0:27
GUNWIC,2024-10-16T08:12:30.102+11:00,WIC,1,0:13,0:26,0:39
DICWIC,2024-10-16T08:12:30.102+11:00,WIC,0,0:03,0:29,0:32
TUGWIC,2024-10-16T08:12:30.102+11:00,WIC,1,0:10,0:26,0:36
WECWIC,2024-10-16T08:12:30.102+11:00,WIC,3,0:14,0:18,0:32
CBRHOSED,2024-10-16T08:12:00.000+11:00,ED,5,1:10,5:24,6:34
NORHOSED,2024-10-16T08:12:00.000+11:00,ED,12,1:58,2:57,4:55
BELWIC,2024-10-16T08:13:30.101+11:00,WIC,2,0:13,0:15,0:28
GUNWIC,2024-10-16T08:13:30.101+11:00,WIC,1,0:14,0:27,0:41
DICWIC,2024-10-16T08:13:30.101+11:00,WIC,0,0:03,0:30,0:33
TUGWIC,2024-10-16T08:13:30.101+11:00,WIC,1,0:10,0:27,0:37
WECWIC,2024-10-16T08:13:30.101+11:00,WIC,4,0:14,0:19,0:33
CBRHOSED,2024-10-16T08:13:00.000+11:00,ED,6,1:14,5:26,6:40
NORHOSED,2024-10-16T08:13:00.000+11:00,ED,11,1:58,2:57,4:55
BELWIC,2024-10-16T08:14:30.104+11:00,WIC,2,0:13,0:16,0:29
GUNWIC,2024-10-16T08:14:30.104+11:00,WIC,1,0:14,0:28,0:42
DICWIC,2024-10-16T08:14:30.104+11:00,WIC,0,0:03,0:31,0:34
TUGWIC,2024-10-16T08:14:30.104+11:00,WIC,0,0:09,0:18,0:27
WECWIC,2024-10-16T08:14:30.104+11:00,WIC,4,0:15,0:20,0:35
CBRHOSED,2024-10-16T08:14:00.000+11:00,ED,6,1:14,5:26,6:40
NORHOSED,2024-10-16T08:14:00.000+11:00,ED,10,1:58,2:57,4:55
BELWIC,2024-10-16T08:15:30.096+11:00,WIC,2,0:14,0:17,0:31
GUNWIC,2024-10-16T08:15:30.096+11:00,WIC,1,0:14,0:29,0:43
DICWIC,2024-10-16T08:15:30.096+11:00,WIC,0,0:03,0:32,0:35
TUGWIC,2024-10-16T08:15:30.096+11:00,WIC,1,0:09,0:19,0:28
WECWIC,2024-10-16T08:15:30.096+11:00,WIC,4,0:15,0:21,0:36
CBRHOSED,2024-10-16T08:15:00.000+11:00,ED,6,1:14,5:03,6:17
NORHOSED,2024-10-16T08:15:00.000+11:00,ED,11,2:03,2:57,5:00
BELWIC,2024-10-16T08:16:30.098+11:00,WIC,2,0:14,0:18,0:32
GUNWIC,2024-10-16T08:16:30.098+11:00,WIC,1,0:14,0:30,0:44
DICWIC,2024-10-16T08:16:30.098+11:00,WIC,0,0:03,0:33,0:36
TUGWIC,2024-10-16T08:16:30.098+11:00,WIC,1,0:09,0:20,0:29
WECWIC,2024-10-16T08:16:30.098+11:00,WIC,4,0:16,0:22,0:38
CBRHOSED,2024-10-16T08:16:00.000+11:00,ED,7,1:17,4:05,5:22
NORHOSED,2024-10-16T08:16:00.000+11:00,ED,8,2:07,2:57,5:04
BELWIC,2024-10-16T08:17:30.115+11:00,WIC,2,0:14,0:19,0:33
GUNWIC,2024-10-16T08:17:30.115+11:00,WIC,1,0:15,0:31,0:46
DICWIC,2024-10-16T08:17:30.115+11:00,WIC,0,0:03,0:34,0:37
TUGWIC,2024-10-16T08:17:30.115+11:00,WIC,1,0:09,0:21,0:30
WECWIC,2024-10-16T08:17:30.115+11:00,WIC,4,0:16,0:23,0:39
CBRHOSED,2024-10-16T08:16:00.000+11:00,ED,7,1:17,4:05,5:22
NORHOSED,2024-10-16T08:16:00.000+11:00,ED,8,2:07,2:57,5:04
BELWIC,2024-10-16T08:18:30.104+11:00,WIC,1,0:15,0:15,0:30
GUNWIC,2024-10-16T08:18:30.104+11:00,WIC,1,0:15,0:32,0:47
DICWIC,2024-10-16T08:18:30.104+11:00,WIC,0,0:03,0:35,0:38
TUGWIC,2024-10-16T08:18:30.104+11:00,WIC,1,0:09,0:22,0:31
WECWIC,2024-10-16T08:18:30.104+11:00,WIC,4,0:16,0:24,0:40
CBRHOSED,2024-10-16T08:16:00.000+11:00,ED,7,1:17,4:05,5:22
NORHOSED,2024-10-16T08:16:00.000+11:00,ED,8,2:07,2:57,5:04
BELWIC,2024-10-16T08:19:30.097+11:00,WIC,1,0:15,0:16,0:31
GUNWIC,2024-10-16T08:19:30.097+11:00,WIC,1,0:15,0:33,0:48
DICWIC,2024-10-16T08:19:30.097+11:00,WIC,0,0:03,0:36,0:39
TUGWIC,2024-10-16T08:19:30.097+11:00,WIC,1,0:09,0:23,0:32
WECWIC,2024-10-16T08:19:30.097+11:00,WIC,4,0:16,0:25,0:41
