id,lastUpdated,clinic_type,queue,wait_time,treat_time,total_time
TUGWIC,2024-10-16T09:57:30.103+11:00,WIC,2,0:18,0:17,0:35
WECWIC,2024-10-16T09:57:30.103+11:00,WIC,6,1:03,0:24,1:27
CBRHOSED,2024-10-16T09:57:00.000+11:00,ED,7,1:36,3:19,4:55
NORHOSED,2024-10-16T09:57:00.000+11:00,ED,2,2:03,3:53,5:56
BELWIC,2024-10-16T09:58:30.117+11:00,WIC,2,0:27,0:33,1:00
GUNWIC,2024-10-16T09:58:30.117+11:00,WIC,3,0:18,0:35,0:53
DICWIC,2024-10-16T09:58:30.117+11:00,WIC,6,0:30,0:25,0:55
TUGWIC,2024-10-16T09:58:30.117+11:00,WIC,2,0:19,0:18,0:37
WECWIC,2024-10-16T09:58:30.117+11:00,WIC,6,1:03,0:25,1:28
CBRHOSED,2024-10-16T09:58:00.000+11:00,ED,8,1:39,3:31,5:10
NORHOSED,2024-10-16T09:58:00.000+11:00,ED,3,2:07,3:53,6:00
BELWIC,2024-10-16T09:59:30.110+11:00,WIC,2,0:27,0:34,1:01
GUNWIC,2024-10-16T09:59:30.110+11:00,WIC,3,0:18,0:36,0:54
DICWIC,2024-10-16T09:59:30.110+11:00,WIC,6,0:30,0:26,0:56
TUGWIC,2024-10-16T09:59:30.110+11:00,WIC,3,0:19,0:19,0:38
WECWIC,2024-10-16T09:59:30.110+11:00,WIC,6,1:03,0:26,1:29
CBRHOSED,2024-10-16T09:59:00.000+11:00,ED,7,1:39,3:31,5:10
NORHOSED,2024-10-16T09:59:00.000+11:00,ED,3,2:03,4:20,6:23
BELWIC,2024-10-16T10:00:30.102+11:00,WIC,2,0:29,0:35,1:04
GUNWIC,2024-10-16T10:00:30.102+11:00,WIC,3,0:18,0:37,0:55
DICWIC,2024-10-16T10:00:30.102+11:00,WIC,6,0:30,0:27,0:57
TUGWIC,2024-10-16T10:00:30.102+11:00,WIC,3,0:19,0:20,0:39
WECWIC,2024-10-16T10:00:30.102+11:00,WIC,6,1:04,0:27,1:31
CBRHOSED,2024-10-16T09:59:00.000+11:00,ED,7,1:39,3:31,5:10
NORHOSED,2024-10-16T09:59:00.000+11:00,ED,3,2:03,4:20,6:23
BELWIC,2024-10-16T10:01:30.109+11:00,WIC,2,0:29,0:36,1:05
GUNWIC,2024-10-16T10:01:30.109+11:00,WIC,3,0:18,0:38,0:56
DICWIC,2024-10-16T10:01:30.109+11:00,WIC,6,0:31,0:28,0:59
TUGWIC,2024-10-16T10:01:30.109+11:00,WIC,3,0:19,0:21,0:40
WECWIC,2024-10-16T10:01:30.109+11:00,WIC,6,1:04,0:28,1:32
CBRHOSED,2024-10-16T09:59:00.000+11:00,ED,7,1:39,3:31,5:10
NORHOSED,2024-10-16T09:59:00.000+11:00,ED,3,2:03,4:20,6:23
BELWIC,2024-10-16T10:02:30.107+11:00,WIC,2,0:29,0:37,1:06
GUNWIC,2024-10-16T10:02:30.107+11:00,WIC,3,0:18,0:39,0:57
DICWIC,2024-10-16T10:02:30.107+11:00,WIC,6,0:31,0:29,1:00
TUGWIC,2024-10-16T10:02:30.107+11:00,WIC,3,0:19,0:22,0:41
WECWIC,2024-10-16T10:02:30.107+11:00,WIC,6,1:04,0:29,1:33
CBRHOSED,2024-10-16T10:02:00.000+11:00,ED,7,1:42,3:31,5:13
NORHOSED,2024-10-16T10:02:00.000+11:00,ED,4,2:07,4:52,6:59
BELWIC,2024-10-16T10:03:30.123+11:00,WIC,2,0:29,0:23,0:52
GUNWIC,2024-10-16T10:03:30.123+11:00,WIC,3,0:18,0:40,0:58
DICWIC,2024-10-16T10:03:30.123+11:00,WIC,6,0:31,0:30,1:01
TUGWIC,2024-10-16T10:03:30.123+11:00,WIC,4,0:19,0:23,0:42
WECWIC,2024-10-16T10:03:30.123+11:00,WIC,6,1:04,0:30,1:34
CBRHOSED,2024-10-16T10:03:00.000+11:00,ED,7,1:42,3:31,5:13
NORHOSED,2024-10-16T10:03:00.000+11:00,ED,4,2:07,4:52,6:59
BELWIC,2024-10-16T10:04:30.111+11:00,WIC,2,0:29,0:24,0:53
GUNWIC,2024-10-16T10:04:30.111+11:00,WIC,3,0:19,0:41,1:00
DICWIC,2024-10-16T10:04:30.111+11:00,WIC,5,0:31,0:25,0:56
TUGWIC,2024-10-16T10:04:30.111+11:00,WIC,4,0:19,0:24,0:43
WECWIC,2024-10-16T10:04:30.111+11:00,WIC,6,1:04,0:31,1:35
CBRHOSED,2024-10-16T10:04:00.000+11:00,ED,7,1:42,3:31,5:13
NORHOSED,2024-10-16T10:04:00.000+11:00,ED,4,2:07,4:52,6:59
BELWIC,2024-10-16T10:05:30.106+11:00,WIC,2,0:29,0:25,0:54
GUNWIC,2024-10-16T10:05:30.106+11:00,WIC,3,0:19,0:42,1:01
DICWIC,2024-10-16T10:05:30.106+11:00,WIC,5,0:32,0:26,0:58
TUGWIC,2024-10-16T10:05:30.106+11:00,WIC,4,0:19,0:25,0:44
WECWIC,2024-10-16T10:05:30.106+11:00,WIC,6,1:04,0:32,1:36
CBRHOSED,2024-10-16T10:05:00.000+11:00,ED,6,1:39,3:25,5:04
NORHOSED,2024-10-16T10:05:00.000+11:00,ED,4,1:58,4:27,6:25
BELWIC,2024-10-16T10:06:30.104+11:00,WIC,2,0:32,0:26,0:58
GUNWIC,2024-10-16T10:06:30.104+11:00,WIC,3,0:19,0:34,0:53
DICWIC,2024-10-16T10:06:30.104+11:00,WIC,5,0:32,0:27,0:59
TUGWIC,2024-10-16T10:06:30.104+11:00,WIC,4,0:19,0:26,0:45
WECWIC,2024-10-16T10:06:30.104+11:00,WIC,6,1:04,0:33,1:37
CBRHOSED,2024-10-16T10:06:00.000+11:00,ED,6,1:39,3:25,5:04
NORHOSED,2024-10-16T10:06:00.000+11:00,ED,4,1:58,4:13,6:11
BELWIC,2024-10-16T10:07:30.111+11:00,WIC,2,0:32,0:27,0:59
GUNWIC,2024-10-16T10:07:30.111+11:00,WIC,3,0:19,0:35,0:54
DICWIC,2024-10-16T10:07:30.111+11:00,WIC,5,0:32,0:28,1:00
TUGWIC,2024-10-16T10:07:30.111+11:00,WIC,4,0:20,0:27,0:47
WECWIC,2024-10-16T10:07:30.111+11:00,WIC,6,1:05,0:34,1:39
CBRHOSED,2024-10-16T10:07:00.000+11:00,ED,6,1:39,3:12,4:51
NORHOSED,2024-10-16T10:07:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:08:30.122+11:00,WIC,2,0:32,0:28,1:00
GUNWIC,2024-10-16T10:08:30.122+11:00,WIC,3,0:19,0:36,0:55
DICWIC,2024-10-16T10:08:30.122+11:00,WIC,5,0:32,0:29,1:01
TUGWIC,2024-10-16T10:08:30.122+11:00,WIC,4,0:20,0:28,0:48
WECWIC,2024-10-16T10:08:30.122+11:00,WIC,7,1:05,0:35,1:40
CBRHOSED,2024-10-16T10:08:00.000+11:00,ED,6,1:39,3:12,4:51
NORHOSED,2024-10-16T10:08:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:09:30.119+11:00,WIC,2,0:32,0:29,1:01
GUNWIC,2024-10-16T10:09:30.119+11:00,WIC,2,0:19,0:25,0:44
DICWIC,2024-10-16T10:09:30.119+11:00,WIC,5,0:33,0:30,1:03
TUGWIC,2024-10-16T10:09:30.119+11:00,WIC,5,0:20,0:29,0:49
WECWIC,2024-10-16T10:09:30.119+11:00,WIC,7,1:13,0:36,1:49
CBRHOSED,2024-10-16T10:09:00.000+11:00,ED,4,1:39,3:12,4:51
NORHOSED,2024-10-16T10:09:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:10:30.109+11:00,WIC,2,0:32,0:30,1:02
GUNWIC,2024-10-16T10:10:30.109+11:00,WIC,2,0:19,0:26,0:45
DICWIC,2024-10-16T10:10:30.109+11:00,WIC,4,0:33,0:26,0:59
TUGWIC,2024-10-16T10:10:30.109+11:00,WIC,5,0:20,0:30,0:50
WECWIC,2024-10-16T10:10:30.109+11:00,WIC,7,1:13,0:25,1:38
CBRHOSED,2024-10-16T10:10:00.000+11:00,ED,5,1:42,3:12,4:54
NORHOSED,2024-10-16T10:10:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:11:30.129+11:00,WIC,2,0:32,0:31,1:03
GUNWIC,2024-10-16T10:11:30.129+11:00,WIC,2,0:19,0:27,0:46
DICWIC,2024-10-16T10:11:30.129+11:00,WIC,4,0:33,0:27,1:00
TUGWIC,2024-10-16T10:11:30.129+11:00,WIC,5,0:20,0:31,0:51
WECWIC,2024-10-16T10:11:30.129+11:00,WIC,6,1:04,0:18,1:22
CBRHOSED,2024-10-16T10:11:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:11:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:12:30.103+11:00,WIC,1,0:32,0:17,0:49
GUNWIC,2024-10-16T10:12:30.103+11:00,WIC,2,0:19,0:28,0:47
DICWIC,2024-10-16T10:12:30.103+11:00,WIC,4,0:33,0:21,0:54
TUGWIC,2024-10-16T10:12:30.103+11:00,WIC,5,0:20,0:32,0:52
WECWIC,2024-10-16T10:12:30.103+11:00,WIC,6,1:04,0:19,1:23
CBRHOSED,2024-10-16T10:12:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:12:00.000+11:00,ED,5,2:03,4:06,6:09
BELWIC,2024-10-16T10:13:30.111+11:00,WIC,1,0:32,0:18,0:50
GUNWIC,2024-10-16T10:13:30.111+11:00,WIC,2,0:19,0:29,0:48
DICWIC,2024-10-16T10:13:30.111+11:00,WIC,4,0:33,0:22,0:55
TUGWIC,2024-10-16T10:13:30.111+11:00,WIC,5,0:20,0:33,0:53
WECWIC,2024-10-16T10:13:30.111+11:00,WIC,6,1:04,0:20,1:24
CBRHOSED,2024-10-16T10:13:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:13:00.000+11:00,ED,5,2:03,3:56,5:59
BELWIC,2024-10-16T10:14:30.115+11:00,WIC,1,0:32,0:19,0:51
GUNWIC,2024-10-16T10:14:30.115+11:00,WIC,2,0:19,0:30,0:49
DICWIC,2024-10-16T10:14:30.115+11:00,WIC,4,0:34,0:23,0:57
TUGWIC,2024-10-16T10:14:30.115+11:00,WIC,5,0:22,0:34,0:56
WECWIC,2024-10-16T10:14:30.115+11:00,WIC,7,1:05,0:21,1:26
CBRHOSED,2024-10-16T10:14:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:14:00.000+11:00,ED,5,2:03,3:56,5:59
BELWIC,2024-10-16T10:15:30.105+11:00,WIC,1,0:32,0:20,0:52
GUNWIC,2024-10-16T10:15:30.105+11:00,WIC,2,0:20,0:31,0:51
DICWIC,2024-10-16T10:15:30.105+11:00,WIC,5,0:34,0:24,0:58
TUGWIC,2024-10-16T10:15:30.105+11:00,WIC,5,0:22,0:35,0:57
WECWIC,2024-10-16T10:15:30.105+11:00,WIC,7,1:05,0:22,1:27
CBRHOSED,2024-10-16T10:15:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:15:00.000+11:00,ED,5,2:03,3:56,5:59
BELWIC,2024-10-16T10:16:30.111+11:00,WIC,1,0:32,0:21,0:53
GUNWIC,2024-10-16T10:16:30.111+11:00,WIC,2,0:20,0:32,0:52
DICWIC,2024-10-16T10:16:30.111+11:00,WIC,5,0:34,0:25,0:59
TUGWIC,2024-10-16T10:16:30.111+11:00,WIC,5,0:22,0:36,0:58
WECWIC,2024-10-16T10:16:30.111+11:00,WIC,8,1:05,0:23,1:28
CBRHOSED,2024-10-16T10:16:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:16:00.000+11:00,ED,5,1:58,4:03,6:01
BELWIC,2024-10-16T10:17:30.139+11:00,WIC,2,0:32,0:22,0:54
GUNWIC,2024-10-16T10:17:30.139+11:00,WIC,2,0:20,0:33,0:53
DICWIC,2024-10-16T10:17:30.139+11:00,WIC,5,0:34,0:26,1:00
TUGWIC,2024-10-16T10:17:30.139+11:00,WIC,5,0:22,0:37,0:59
WECWIC,2024-10-16T10:17:30.139+11:00,WIC,8,1:05,0:24,1:29
CBRHOSED,2024-10-16T10:17:00.000+11:00,ED,6,1:42,3:08,4:50
NORHOSED,2024-10-16T10:17:00.000+11:00,ED,5,1:54,4:36,6:30
BELWIC,2024-10-16T10:18:30.115+11:00,WIC,3,0:34,0:23,0:57
GUNWIC,2024-10-16T10:18:30.115+11:00,WIC,3,0:20,0:34,0:54
DICWIC,2024-10-16T10:18:30.115+11:00,WIC,5,0:34,0:27,1:01
TUGWIC,2024-10-16T10:18:30.115+11:00,WIC,6,0:23,0:38,1:01
WECWIC,2024-10-16T10:18:30.115+11:00,WIC,8,1:06,0:25,1:31
CBRHOSED,2024-10-16T10:18:00.000+11:00,ED,6,1:42,3:08,4:50
NORHOSED,2024-10-16T10:18:00.000+11:00,ED,5,1:54,4:56,6:50
BELWIC,2024-10-16T10:19:30.106+11:00,WIC,3,0:34,0:24,0:58
GUNWIC,2024-10-16T10:19:30.106+11:00,WIC,3,0:21,0:35,0:56
DICWIC,2024-10-16T10:19:30.106+11:00,WIC,5,0:35,0:28,1:03
TUGWIC,2024-10-16T10:19:30.106+11:00,WIC,6,0:23,0:39,1:02
WECWIC,2024-10-16T10:19:30.106+11:00,WIC,9,1:06,0:26,1:32
CBRHOSED,2024-10-16T10:19:00.000+11:00,ED,6,1:42,3:08,4:50
NORHOSED,2024-10-16T10:19:00.000+11:00,ED,4,1:50,5:31,7:21
BELWIC,2024-10-16T10:20:30.106+11:00,WIC,3,0:34,0:25,0:59
GUNWIC,2024-10-16T10:20:30.106+11:00,WIC,3,0:21,0:36,0:57
DICWIC,2024-10-16T10:20:30.106+11:00,WIC,5,0:35,0:29,1:04
TUGWIC,2024-10-16T10:20:30.106+11:00,WIC,6,0:23,0:40,1:03
WECWIC,2024-10-16T10:20:30.106+11:00,WIC,9,1:06,0:27,1:33
CBRHOSED,2024-10-16T10:20:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:20:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:21:30.106+11:00,WIC,3,0:34,0:26,1:00
GUNWIC,2024-10-16T10:21:30.106+11:00,WIC,3,0:19,0:37,0:56
DICWIC,2024-10-16T10:21:30.106+11:00,WIC,5,0:35,0:30,1:05
TUGWIC,2024-10-16T10:21:30.106+11:00,WIC,6,0:23,0:41,1:04
WECWIC,2024-10-16T10:21:30.106+11:00,WIC,9,1:06,0:28,1:34
CBRHOSED,2024-10-16T10:21:00.000+11:00,ED,6,1:46,3:12,4:58
NORHOSED,2024-10-16T10:21:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:22:30.106+11:00,WIC,3,0:34,0:27,1:01
GUNWIC,2024-10-16T10:22:30.106+11:00,WIC,3,0:19,0:38,0:57
DICWIC,2024-10-16T10:22:30.106+11:00,WIC,5,0:39,0:31,1:10
TUGWIC,2024-10-16T10:22:30.106+11:00,WIC,6,0:24,0:42,1:06
WECWIC,2024-10-16T10:22:30.106+11:00,WIC,9,1:06,0:29,1:35
CBRHOSED,2024-10-16T10:22:00.000+11:00,ED,7,1:49,3:12,5:01
NORHOSED,2024-10-16T10:22:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:23:30.105+11:00,WIC,3,0:34,0:28,1:02
GUNWIC,2024-10-16T10:23:30.105+11:00,WIC,3,0:20,0:39,0:59
DICWIC,2024-10-16T10:23:30.105+11:00,WIC,5,0:39,0:32,1:11
TUGWIC,2024-10-16T10:23:30.105+11:00,WIC,6,0:26,0:43,1:09
WECWIC,2024-10-16T10:23:30.105+11:00,WIC,9,1:06,0:30,1:36
CBRHOSED,2024-10-16T10:23:00.000+11:00,ED,7,1:46,3:02,4:48
NORHOSED,2024-10-16T10:23:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:24:30.132+11:00,WIC,3,0:34,0:29,1:03
GUNWIC,2024-10-16T10:24:30.132+11:00,WIC,3,0:20,0:40,1:00
DICWIC,2024-10-16T10:24:30.132+11:00,WIC,5,0:39,0:33,1:12
TUGWIC,2024-10-16T10:24:30.132+11:00,WIC,6,0:26,0:44,1:10
WECWIC,2024-10-16T10:24:30.132+11:00,WIC,8,1:07,0:23,1:30
CBRHOSED,2024-10-16T10:24:00.000+11:00,ED,7,1:49,3:02,4:51
NORHOSED,2024-10-16T10:24:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:25:30.104+11:00,WIC,3,0:34,0:30,1:04
GUNWIC,2024-10-16T10:25:30.104+11:00,WIC,3,0:20,0:41,1:01
DICWIC,2024-10-16T10:25:30.104+11:00,WIC,5,0:39,0:34,1:13
TUGWIC,2024-10-16T10:25:30.104+11:00,WIC,6,0:26,0:40,1:06
WECWIC,2024-10-16T10:25:30.104+11:00,WIC,8,1:07,0:24,1:31
CBRHOSED,2024-10-16T10:25:00.000+11:00,ED,7,1:49,3:02,4:51
NORHOSED,2024-10-16T10:25:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:26:30.112+11:00,WIC,3,0:34,0:31,1:05
GUNWIC,2024-10-16T10:26:30.112+11:00,WIC,3,0:20,0:42,1:02
DICWIC,2024-10-16T10:26:30.112+11:00,WIC,5,0:39,0:35,1:14
TUGWIC,2024-10-16T10:26:30.112+11:00,WIC,6,0:26,0:41,1:07
WECWIC,2024-10-16T10:26:30.112+11:00,WIC,8,1:07,0:25,1:32
CBRHOSED,2024-10-16T10:26:00.000+11:00,ED,7,1:49,3:02,4:51
NORHOSED,2024-10-16T10:26:00.000+11:00,ED,4,1:41,5:16,6:57
BELWIC,2024-10-16T10:27:30.106+11:00,WIC,3,0:34,0:32,1:06
GUNWIC,2024-10-16T10:27:30.106+11:00,WIC,3,0:21,0:43,1:04
DICWIC,2024-10-16T10:27:30.106+11:00,WIC,5,0:40,0:36,1:16
TUGWIC,2024-10-16T10:27:30.106+11:00,WIC,6,0:27,0:42,1:09
WECWIC,2024-10-16T10:27:30.106+11:00,WIC,7,1:07,0:21,1:28
CBRHOSED,2024-10-16T10:27:00.000+11:00,ED,7,1:49,3:02,4:51
NORHOSED,2024-10-16T10:27:00.000+11:00,ED,4,1:37,5:16,6:53
BELWIC,2024-10-16T10:28:30.128+11:00,WIC,3,0:35,0:33,1:08
GUNWIC,2024-10-16T10:28:30.128+11:00,WIC,3,0:21,0:36,0:57
DICWIC,2024-10-16T10:28:30.128+11:00,WIC,5,0:40,0:37,1:17
TUGWIC,2024-10-16T10:28:30.128+11:00,WIC,5,0:27,0:32,0:59
WECWIC,2024-10-16T10:28:30.128+11:00,WIC,8,1:07,0:22,1:29
CBRHOSED,2024-10-16T10:28:00.000+11:00,ED,7,1:49,3:02,4:51
NORHOSED,2024-10-16T10:28:00.000+11:00,ED,4,1:37,5:16,6:53
BELWIC,2024-10-16T10:29:30.106+11:00,WIC,3,0:35,0:34,1:09
GUNWIC,2024-10-16T10:29:30.106+11:00,WIC,3,0:21,0:37,0:58
DICWIC,2024-10-16T10:29:30.106+11:00,WIC,5,0:39,0:38,1:17
TUGWIC,2024-10-16T10:29:30.106+11:00,WIC,5,0:27,0:33,1:00
WECWIC,2024-10-16T10:29:30.106+11:00,WIC,8,1:07,0:23,1:30
CBRHOSED,2024-10-16T10:29:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:29:00.000+11:00,ED,4,1:37,5:16,6:53
BELWIC,2024-10-16T10:30:30.116+11:00,WIC,3,0:35,0:35,1:10
GUNWIC,2024-10-16T10:30:30.116+11:00,WIC,3,0:22,0:38,1:00
DICWIC,2024-10-16T10:30:30.116+11:00,WIC,5,0:40,0:39,1:19
TUGWIC,2024-10-16T10:30:30.116+11:00,WIC,4,0:28,0:27,0:55
WECWIC,2024-10-16T10:30:30.116+11:00,WIC,8,1:07,0:24,1:31
CBRHOSED,2024-10-16T10:30:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:30:00.000+11:00,ED,0,1:37,5:33,7:10
BELWIC,2024-10-16T10:31:30.109+11:00,WIC,3,0:35,0:36,1:11
GUNWIC,2024-10-16T10:31:30.109+11:00,WIC,3,0:22,0:39,1:01
DICWIC,2024-10-16T10:31:30.109+11:00,WIC,5,0:37,0:35,1:12
TUGWIC,2024-10-16T10:31:30.109+11:00,WIC,4,0:28,0:28,0:56
WECWIC,2024-10-16T10:31:30.109+11:00,WIC,8,1:07,0:25,1:32
CBRHOSED,2024-10-16T10:31:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:31:00.000+11:00,ED,0,1:37,5:33,7:10
BELWIC,2024-10-16T10:32:30.105+11:00,WIC,4,0:35,0:37,1:12
GUNWIC,2024-10-16T10:32:30.105+11:00,WIC,3,0:22,0:40,1:02
DICWIC,2024-10-16T10:32:30.105+11:00,WIC,5,0:37,0:36,1:13
TUGWIC,2024-10-16T10:32:30.105+11:00,WIC,4,0:28,0:22,0:50
WECWIC,2024-10-16T10:32:30.105+11:00,WIC,8,1:08,0:26,1:34
CBRHOSED,2024-10-16T10:32:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:32:00.000+11:00,ED,0,1:33,6:23,7:56
BELWIC,2024-10-16T10:33:30.106+11:00,WIC,4,0:35,0:38,1:13
GUNWIC,2024-10-16T10:33:30.106+11:00,WIC,4,0:22,0:41,1:03
DICWIC,2024-10-16T10:33:30.106+11:00,WIC,5,0:37,0:37,1:14
TUGWIC,2024-10-16T10:33:30.106+11:00,WIC,4,0:28,0:23,0:51
WECWIC,2024-10-16T10:33:30.106+11:00,WIC,9,1:08,0:27,1:35
CBRHOSED,2024-10-16T10:33:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:33:00.000+11:00,ED,0,1:33,6:23,7:56
BELWIC,2024-10-16T10:34:30.123+11:00,WIC,4,0:35,0:39,1:14
GUNWIC,2024-10-16T10:34:30.123+11:00,WIC,4,0:22,0:42,1:04
DICWIC,2024-10-16T10:34:30.123+11:00,WIC,5,0:38,0:31,1:09
TUGWIC,2024-10-16T10:34:30.123+11:00,WIC,4,0:28,0:24,0:52
WECWIC,2024-10-16T10:34:30.123+11:00,WIC,9,1:08,0:28,1:36
CBRHOSED,2024-10-16T10:34:00.000+11:00,ED,6,1:49,3:02,4:51
NORHOSED,2024-10-16T10:34:00.000+11:00,ED,0,1:33,6:23,7:56
BELWIC,2024-10-16T10:35:30.104+11:00,WIC,4,0:35,0:40,1:15
GUNWIC,2024-10-16T10:35:30.104+11:00,WIC,4,0:22,0:43,1:05
DICWIC,2024-10-16T10:35:30.104+11:00,WIC,5,0:38,0:32,1:10
TUGWIC,2024-10-16T10:35:30.104+11:00,WIC,4,0:32,0:25,0:57
WECWIC,2024-10-16T10:35:30.104+11:00,WIC,9,1:08,0:29,1:37
CBRHOSED,2024-10-16T10:35:00.000+11:00,ED,6,1:49,2:57,4:46
NORHOSED,2024-10-16T10:35:00.000+11:00,ED,0,1:28,6:23,7:51
BELWIC,2024-10-16T10:36:30.107+11:00,WIC,4,0:35,0:41,1:16
GUNWIC,2024-10-16T10:36:30.107+11:00,WIC,5,0:23,0:44,1:07
DICWIC,2024-10-16T10:36:30.107+11:00,WIC,5,0:38,0:33,1:11
TUGWIC,2024-10-16T10:36:30.107+11:00,WIC,3,0:32,0:21,0:53
WECWIC,2024-10-16T10:36:30.107+11:00,WIC,9,1:08,0:30,1:38
CBRHOSED,2024-10-16T10:36:00.000+11:00,ED,7,1:52,2:57,4:49
NORHOSED,2024-10-16T10:36:00.000+11:00,ED,0,1:33,6:23,7:56
BELWIC,2024-10-16T10:37:30.108+11:00,WIC,3,0:35,0:34,1:09
GUNWIC,2024-10-16T10:37:30.108+11:00,WIC,5,0:23,0:29,0:52
DICWIC,2024-10-16T10:37:30.108+11:00,WIC,5,0:38,0:34,1:12
TUGWIC,2024-10-16T10:37:30.108+11:00,WIC,3,0:32,0:22,0:54
WECWIC,2024-10-16T10:37:30.108+11:00,WIC,9,1:08,0:31,1:39
CBRHOSED,2024-10-16T10:37:00.000+11:00,ED,7,1:52,2:57,4:49
NORHOSED,2024-10-16T10:37:00.000+11:00,ED,0,1:33,6:17,7:50
BELWIC,2024-10-16T10:38:30.111+11:00,WIC,3,0:35,0:35,1:10
GUNWIC,2024-10-16T10:38:30.111+11:00,WIC,5,0:23,0:30,0:53
DICWIC,2024-10-16T10:38:30.111+11:00,WIC,5,0:39,0:35,1:14
TUGWIC,2024-10-16T10:38:30.111+11:00,WIC,3,0:32,0:23,0:55
WECWIC,2024-10-16T10:38:30.111+11:00,WIC,9,1:09,0:25,1:34
CBRHOSED,2024-10-16T10:38:00.000+11:00,ED,6,1:52,2:57,4:49
NORHOSED,2024-10-16T10:38:00.000+11:00,ED,0,1:33,6:03,7:36
BELWIC,2024-10-16T10:39:30.108+11:00,WIC,3,0:35,0:36,1:11
GUNWIC,2024-10-16T10:39:30.108+11:00,WIC,5,0:24,0:31,0:55
DICWIC,2024-10-16T10:39:30.108+11:00,WIC,5,0:39,0:36,1:15
TUGWIC,2024-10-16T10:39:30.108+11:00,WIC,3,0:32,0:24,0:56
WECWIC,2024-10-16T10:39:30.108+11:00,WIC,9,1:09,0:26,1:35
CBRHOSED,2024-10-16T10:39:00.000+11:00,ED,4,1:52,2:51,4:43
NORHOSED,2024-10-16T10:39:00.000+11:00,ED,0,1:33,6:03,7:36
BELWIC,2024-10-16T10:40:30.106+11:00,WIC,3,0:35,0:37,1:12
GUNWIC,2024-10-16T10:40:30.106+11:00,WIC,5,0:24,0:32,0:56
DICWIC,2024-10-16T10:40:30.106+11:00,WIC,5,0:36,0:37,1:13
TUGWIC,2024-10-16T10:40:30.106+11:00,WIC,3,0:32,0:25,0:57
WECWIC,2024-10-16T10:40:30.106+11:00,WIC,9,1:09,0:27,1:36
CBRHOSED,2024-10-16T10:40:00.000+11:00,ED,4,1:52,2:51,4:43
NORHOSED,2024-10-16T10:40:00.000+11:00,ED,0,1:33,6:03,7:36
BELWIC,2024-10-16T10:41:30.108+11:00,WIC,3,0:35,0:32,1:07
GUNWIC,2024-10-16T10:41:30.108+11:00,WIC,5,0:25,0:33,0:58
DICWIC,2024-10-16T10:41:30.108+11:00,WIC,5,0:37,0:38,1:15
TUGWIC,2024-10-16T10:41:30.108+11:00,WIC,3,0:33,0:26,0:59
WECWIC,2024-10-16T10:41:30.108+11:00,WIC,9,1:09,0:28,1:37
CBRHOSED,2024-10-16T10:41:00.000+11:00,ED,4,1:52,2:51,4:43
NORHOSED,2024-10-16T10:41:00.000+11:00,ED,1,1:37,6:03,7:40
BELWIC,2024-10-16T10:42:30.123+11:00,WIC,3,0:35,0:33,1:08
GUNWIC,2024-10-16T10:42:30.123+11:00,WIC,4,0:25,0:17,0:42
DICWIC,2024-10-16T10:42:30.123+11:00,WIC,5,0:37,0:39,1:16
TUGWIC,2024-10-16T10:42:30.123+11:00,WIC,3,0:33,0:27,1:00
WECWIC,2024-10-16T10:42:30.123+11:00,WIC,9,1:09,0:29,1:38
CBRHOSED,2024-10-16T10:42:00.000+11:00,ED,5,1:55,2:51,4:46
NORHOSED,2024-10-16T10:42:00.000+11:00,ED,1,1:37,6:03,7:40
BELWIC,2024-10-16T10:43:30.117+11:00,WIC,3,0:37,0:34,1:11
GUNWIC,2024-10-16T10:43:30.117+11:00,WIC,3,0:25,0:12,0:37
